sentence,label
c à winkom m3 slim 3sba likom lkol,0
law taraka raissi lifriki saaktolo nafssi,0
nes eli tnaber shbi dirabkom dkhaltou ttfarjou na3n dirab nife9kom,0
hhhhhhhhhh mabldouu ekaa ryaahii hhh,0
9a3din tet9ou7bou,0
yesser m7alba,0
hhhh malla zl3a,0
hamrouni in kont nesi affakarek makontoch ta3bdo fi chiboub elmase5,0
andah machakil,0
si salim chnowa 7kéyét fabris,0
hhhhhhhhh kabrou wa3mlou koitrou fil birou,0
ala latrhmou,0
chkoun dkhal juste mech ya3mel dislike,0
slim ryahi 7altek mete3ba asel,0
timchi itchayt hya wil mouhami,0
7atta houwa mouch fehim,0
eya winek ya tartourrrr,0
ghneya ki sormek,0
7aletkom mt3ba asel hhhhhhhh,0
hhhhhhhhhhhhhh mala président khorda 3ana normal comme ça,0
mela jabri wou el mochkol twansa fer7anin bih radouh star,0
rak khrit fih te5sab ro7ek fe libia,0
mala wala tga3d naych,0
akralo fih,0
ynaaan din omk,0
touns biled kl4be el9awi fih eysayter,0
iawildi wini lintidabette,0
hethi esmhech ghneya esmha 3 joumal,0
fachel w 3ajez,0
mjet chay ya man4er,0
boulehıa yekdeb sa9et,0
zaboura tamthiliya camera wabna transparent ma7léh,0
allah la tarhmou,0
hhhhhhhh wi hadhi heya,0
7ata howa w9ayit glasse wil fehim yifhim,0
meskina tunis kifech walet,0
ehchmou aala rwehkom brabi,0
fey9in bihom ya5roulk fih,0
eras may gousa kan rabi,0
mella hebel fehemtouche 7aja,0
un lâche,0
in9issam wadha7 lyoum fi lahbib bourguiba,0
chkun mezel yasm3 feha,0
ha l ham ech nakraha,0
e3lame el 3are,0
hhhhhh sat wnti sb3a mla,0
marzen zokomha,0
barra ya3tak,0
beki makech fahem chay inti,0
finou jebali bech yasstakil houa willa wali siliana,0
fil page mte3ek haha,0
mbayna mrakba testabahlou fi ness ya hedi 3ib 3alik,0
tunis7 tv1 watania la honte,0
battel el rap ya jabri,0
3indama to9li3o tayra likleb tanba7,0
bitbi3a yekdab,0
ta7ana tfouh,0
amon amon yezi 3dheb hedha,0
chbih mibon said htha myfhmch roho,0
brabi far5e chkoune,0
mèllè 5iènè oumèllè tma3 wini errou7 arriyadhia,0
yahiya boutox ya wlidi,0
wa7ed met7ayel wsare9,0
de quel ch3ab vous parlez,0
hadaka ech mazel 3lik,0
krima mama baldi,0
ya mralem sayes 99 porn 1 music,0
touchez pas a bassem a bas les opportunistes,0
37 46 tenhida mil e3me9,0
pffffffff 9adch krahnhem ha 7kayet mta3 s4ar,0
hhhhhhh yabta chwaya,0
hawna fi zok ethawra hhhhhh,0
5sartek d5allt fi lo3ba 5amja kifekk,0
hela hlila fiiiiiiiiiiiiiiiiiiiiiiiiikkkkkkk ya siiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,0
ahsen haja koltha ldandouk ya djabou,0
hay sinarioet wala lawah hhhhhh,0
amset pub fi denya,0
femma bako marlboro hhhhh y nari ala lfriki,0
enti zmimet lbitchet,0
j adore ce mibouna,0
toz fik w fi l engliz mta3ek,0
hawel ta3mlelna mechrou3 na4esselna m en vatalla,0
tich yasloma,0
contre la sortir de bassam el mehri m slim,0
edlel ya3mel,0
sauvez la face et demissinez,0
7a9a wino el atacon ou 3issam jem3a ou el arrier,0
nstana fi antidabet fi lfri9i rana motna mn aicha3aaaat,0
saha fo9ma 9riti wo waliti mo3lma,0
enti houwa za3im elfased fi tounes,0
slim yeryehi slim yeryehi inik fik m3amer gadefi,0
chkounou hedha zedda msayba hiya malla bled kalba,0
emchi l 3ayeltou w a3mel lezem,0
hhhhhh leflous lkol chrit bihom kalb hab hab hab hab,0
tamsouh rja3na lel 9offa,0
ti torfedh walla timchi tnayeek ti mkal7in bkolhom,0
blehi ta7lil,0
ente5bou essere9 barra jouk elmisratiya,0
mala beld rana krahana 3ichtna fiha,0
hiya barka lebled kalliha tzid akter,0
nchedek fil chera3 maniklek weldik,0
mala mahzla,0
2 01 yekhi mouch zahrouni hedhii el shot masrou9a,0
tel père tel fils,0
inik fikom 3ini 3inek ya mansou7 2azlém frou5 mwaben,0
mala bouhali la tla3t guaddefi beresmi,0
slim riahi w kalb chkoun,0
ye7ki bjaddou,0
c hamza weld aslek wenti afhem wa7dek,0
il kelb i7ib ilkelb,0
mata9diir t9oul kann cha3bb bhimmmmm,0
blhy omek wella nty omha,0
wallah a9wa rapper ama moch mechia m3ah,0
et7en m en nawe3 lfa5er,0
hadhi hiye thawra mouch hadhiy 7aytena ye riko,0
fa9eby lkikent fatny,0
enti tnayyek 3la sa3dek,0
hhhhhhhhh a3tawkome haja ki rabho,0
itfelem ala il abed ye kleb,0
na3n zaborom tounes w zabour om el 3rab,0
hahaaaaaaaa i5555555555,0
hraymi kaleb,0
3assba lssslim errya77iiiii,0
brabbi une suestion ye slim enti far5 chkoun,0
masset lasset,0
m3dch selk,0
huwa na9s noumou kifech bach ijib el noumou el tunes,0
telhelna bjam3ytna myhmnech fi equipe nationtale,0
tawa godwa tasm3o bih fi lamfach5a,0
katroo gi la97ab lah yastiir,0
bayne waled f 7amame,0
la tunisie va tre tre male,0
ya lotfi 7a9a rak da5eltlah 3sa fi dobrah miboun,0
ohhhhh sa9si libiya ou eslim erya7i fare5 echkoun,0
ma3adch fahmin chay,0
toul 3markom t3ichou melbrima,0
anti média,0
lkolkom fessed,0
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh e5er tzantira hedhi a333333333 jabou fel club kikikikikiki,0
kartouche bra bra,0
haz sa7tou rayess lol,0
barnemij zéro tafih ya3tek bagla,0
la tunisie msakin,0
si mourad mahjoub help,0
askri rawhi,0
9alek enchalah aktar ta3ale9 dima chay7yn ou daiman doumou3 kkkkkkkkkkkkkkkk,0
a la debagh c ancien,0
hhhhh la3zouz hazha elwed wtgoul el3am saba,0
normal yesta9bel fih wzir el kahrebé malla 7ala,0
bara allah yar7em waldik vive ca,0
enti nahdhaoui,0
ken 3atite 7a9 rabi khir walah,0
zouz mzewdiya ta7ou bi b3adhoum,0
chkoun ha chlaka ti haw a5tar melkorona,0
wtf chkoun el 3k eli aamlou like,0
ta7anet slim rya7i chmin tafihe,0
ti hak zehi w 3amil jaw ya si slim,0
hedha ilkol khatir dawlitna tal3ab 3al hablin,0
ish y a dhebena,0
yezo met tamfill,0
walahi rawahna hram,0
dawra charafiya fi radiss la7marrrrrrr motou bi8ithkoum,0
le le le wallah mritha inti wallah,0
t7in cha3éb hhhhhhhh bwdi3 iljari wla liwsif hhhhhhhh,0
a3tini taref floos 5alinin na3bii kifeek,0
fammech kima river,0
n importe quoi et comme d habitude,0
bzouz frank mt3malch fri9 hhhhhhhhh,0
lkolkom kthaba kima 9al kly bbj 9nonkom yaser thab3i,0
nizar bilahi telha fi rouhik w 5ali nas ti5dem,0
dhaherli ma yelzemna ken errjou3 lchera3,0
berassmi 3alamétt essé3a eliby labess caravatte wetounnssi labess barnouss,0
niklhom omhom y a slouma,0
waktech bech tetlafet le chamel el garbi,0
wach dakhalkommm,0
katbina betremkom zabi,0
koroona not corona,0
hetha mayjich ra2iss il tuniss kathebbb w mounefa9,0
khalil tounsi chtahchi fyh ya kadheb,0
slim ryehi serak wfesid mhahoum,0
ya zbbi sanfour a3ml feat m3a gati w samara la,0
ti 7keya fer8a bellehi chouf nesbet lmouchehda fel 9anet,0
saybou barcha hajatt chadou fi barnamej 3andi mankoulek,0
taw takhra fih kalb el falla gdhab ou walla,0
i3lam il 3ar,0
hhhhhhhhhhhhhhhhhh mla zanatirhhhhhhhhhhhhhhhhhhh,0
mjaalda khiiit,0
tfiiiiiiiiiiiiiiiiiihhhhhhhhhhh ca merda,0
le vrai sens du khraaaaa,0
noble hier minable aujord hui pfffff,0
yhhhhhh ey shih mte3 el ka3ka mte3 97ab,0
ken jet lobna 5ir,0
belahi 3lech haka iljam3ia da5oltouha fi 7it,0
hram alikoum tfou,0
ya3tyhom 3asba kol mana3mlou mgharef lel kaka,0
lbnate t7be nika reel m3a zied 25491600,0
allah la ibereklek ya atrouuuus,0
pauvre riahi,0
7san cha7ata ou kaiis yaakoubi,0
niik omek inta w harba w wadi3,0
yaaaaaaaaaaaa zebyyyy,0
é93at kèn ta7chi fih ni ni chèbi houni chèbi adi,0
saybool 3lina 3andii machrou3 bahii aya tmawelooo bchwia flouss,0
ya si el miboun,0
hhhhhhhh miskin,0
mchawe fasdine jawe salhine hhh,0
sareg w fidou cham3a,0
c un malade,0
montage 0,0
o9ssm bllh fadhayee7 hhhh mla cliip,0
bourjouliya el moudi3 mabhmou,0
walh mazeyena 3alee5err ken lmn 7ata dislike,0
la smba w la walo éch3ib éy7ib alxis,0
abed 9e3da tmout wenti titza3ben,0
ithishoum itahnolo 3ala koit jihdhoum mala vayesse,0
dhaherli djabou sa7a7 3la termet slim,0
tfouhhhhhhhhhh hlikk yali makch rajil,0
tatwijat lemkach5a m3a chiboub hhhhh,0
9edech essom ili atito,0
sakkar nik ommek fommek ya 5arya,0
tasr9ou f a l a za3ma kbir,0
7ot bureau directeur s7i7 jam3ia machia lel hawia,0
hhhhhh zanatiir y7ibo ihizou elbotoulla,0
ahmed riabi ktalto 200 mara meskin,0
hal ayamet nekt overdose rap m3and castro,0
aslim riahi fer5 achkon,0
boul3likom lkoul ki lfri9i ki litoile ki sfax ki lmarsa,0
centre viyyyyyyeeeeeeelle,0
tekil el ala w tsib el milla chkoun radha ma3roufa,0
tfarejt fi anime death note majebech chay jdid,0
hasbiya allah wa ne3ma el wakil fihom,0
5atrék libi,0
hhh zanatir y7ebbou 3le si slim chiboub nn rie7i,0
siko siko walkhoubza b100,0
tnjem tarj3 mt2ked bech tenjh,0
nar narr,0
la lirahil montasar,0
jebtha l rou7ek ech da5lek f siyessa,0
b3omrik makhdamit mnin jibithom liflous hathi lkol,0
ali baba w 4à 7arami,0
mella 5arya,0
3bed kamlit les recrutements w a7na mazilna n3akzou,0
svp 5alih kif ma howa,0
incroyable lahchema larya kima nekolo,0
waktouu khayeb barcha ken ybadloulou waktou maa 21h akeka cv,0
akber gelta lik fi 2015 hak meher bn dhia,0
mela tem3a hhhhhhhhh 5asra fik slm ok hhhhhhhhhhh,0
basically fe9na bik lmao,0
le7i bi7 slim ria7i achnowa kimto,0
enchallah laaaaaa,0
mala rway9 mtaa pasquete,0
ma faméch possibilité mta3 terrain lél jam3éyaaa,0
inchalah slim eyched club ya rabi,0
7asbialah wna3mel wkil fikol men thar 3bed zwewla kima haka,0
hhhhh mela bordel,0
kouki gegage,0
tnaslou filmnassel wlm3abbi yzid y3abbi,0
ech 3andek tahana mitrabilsiya lik,0
ten7eyet l5imar mch bah tkoon 5afoo rabi,0
belehi baremshi nayek,0
tfkrna rana motna,0
men antom,0
5ayiba bourjouliya ou tofla habletek walit t5anelna kan 3aliha,0
enes ta7er9 fi erwaha wtounes tai5o fi jaiest nobel leslam,0
bilehi b9it ken tnéyik éch 3malt lilbled,0
sarek w baloot,0
wl3inn 7marouu,0
karti wnoss,0
samara bir maifouting,0
belehi aaleh tet9ou7eb aal karti,0
l3faaaat kif bdee gati yghany t7eesou k zeby,0
barcha fawdhaaaaaaaaaaaaaaaaaaaaaaaaa,0
tawa na9ssin a7na,0
nikillhom omhom whana m3ak,0
amino bj mte3 ria7i ta3mlou moutour,0
ti 3assba lik hhhhhhhhhhhh,0
ti barra nayek,0
3ach ilifriki sohkan lilmortazaka azlam chibob,0
ga3din ken y3esou 3ala si slim,0
meskina tunis,0
hhhhhhhhh hhhhhh t à pas des hommes,0
baaaaaarcha ri9 message wadha7 wassari7,0
wa9tsh ya si slim tabda télevison jdiida ca tv té5dem,0
ti ahawa,0
nik elhom omhom el 9ahba bachir,0
twlich kima ben ali,0
issawed wejhou,0
ach da5il il watan fi jam3ia,0
tek deb,0
brabbi fi9 minnoum fi9 rahi libled mcheeeeeeeeeeeeeet,0
ana hasit biha maskina mais kolchi kaydahk hchoma bzf,0
allahh le trabhek enta w sebssi w holand,0
billahi tlahna baha jam3ia ilkahba,0
hhhhhhhh miboun,0
tfouh 3likom ya raggasa,0
el 8ira,0
maa monafe99 wnifa9 zayyyed,0
aareftha bali ha tna7ih lol,0
mchett tnakasse fi dounoubeka,0
ya nour ya guidouzz bara ya3tek konsser fy sourmok,0
chay ydha7ek,0
ya 9a7ba bara elbes hijeb ya khra,0
de5el sou9 el bassassin blech terrma meskina touness,0
t3ich leklab fi ras leklab,0
chneya hak ma7kit chay 3ala sidi bouzid ya tartouuuuuuuuuuuur,0
hhhh malla president 3anna 9talhom beddam elbered hhhhhhhhhhhhh,0
fare5 chekoun hathaa,0
sarik wa kamar,0
ra2isna wfalou elmal w 93adlou lahbal,0
allah yefdoum ca tekteb aliha la souffrance,0
ma5yab wajhek,0
ta7chelek taw wasa3 belek,0
tkattllu fih,0
le taajeb likawm idhe kaddartehoum ihtakarouk,0
koulhoum klab w koulhoum mafyat miskin icha3ib mcha fil 3afis,0
tsawrou ha itahan jahil president,0
bara talgach win tnayek,0
ola mamie,0
barcha riii9,0
mal jboera,0
hhhhhhhh 5ochh,0
hata fil ghorba ysa9sy 3lik,0
malla 7keya,0
fi9it taw inta min ayem bourgiba ilmafia 5addema,0
hedha yetssama hazén et7iiin belougha el3arabiya ya3ni hazén el 9ofa,0
t3ayfiii yesser m5ybk,0
yedek fi zebi enty wayeh lotfi weld l hajela,0
fisa3 wala ya7be ca hh,0
dandouk fi elpage mtae3 ca randoukkk min trachiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,0
tout est hella en tunisie,0
slouma mkarez,0
thawrat el hana alah yahlekhem,0
nike om kol dandouk mawjoud fl page,0
p9itou kan etla7ssou,0
trabelsi a5ar 0,0
ßarnemj ftha7na fih,0
a5i beja mamchach liha daima thama 7a9ra,0
awel mar nchouf 9a7ba far7a be 9o7bha,0
amilet imarrat,0
m999aaaaawwwwaaad bjahd,0
slim kiratine hhhhhhhhh,0
hhhhh khenha thre3ha guelet sa7rouni,0
bach tkamel 3la mramtna 5alik wa7el m3a libya 5ir,0
sobhan ilah wich mdakhilkom haja tkhosha hiya wahadha,0
tehcho fih,0
ness kol fibelha casus teb3a slim rye7iii hhh,0
slim riai7i salo,0
la maellem w sar,0
fadddddddddddddina min kalem hatou afhal,0
b9it tbi3 ken felklem we flousek 7ram 7sebek 3and rabi,0
ma7soub taw jbina botoula we will see,0
haythem jerbi l3affat hedha za3ma maye5ouch passif men 3andi,0
d3iw lmimti berhma,0
l9afla tsir w lklèb tamba7 hhhhhhhh,0
ma khyab rasou,0
ya corona ena amlteha hahaha,0
16k dislikes malla ro93a mte3 z bi,0
lefre9i dar aytem hhhhhhhhhhhh,0
3andhom rabbi 5ir min frança el kalba,0
hhhhhhhhhhhhhhh meskin,0
m3adech tabtta 3linna brass la7ninna,0
el beji m7anetino them hhhh,0
majabthach irajala 5 fama belik min howa sare9 wta7an,0
bhim w la7as,0
fare5 chkoun tawa w bara nayik,0
el 9afila tasir w nessma tenbe7,0
kolkom kizebiiii,0
mekch mta moussayer enti mounadam hafalet,0
b9aw ylahiw fina b2mour thanawiyya w8a4o altaraf 3almashakel al7a9i9iyya lilbled,0
toz zid n3awdouha fi match fat7 ribati moto 8adi,0
tahanit selim,0
iaalam alaar,0
ali wenti ech yhemmek,0
tw belahi hadhom bech ye7kmona ya,0
inna almounafikina fi darek asfal mina annar ittakou allah,0
sar9 kima barha 3bed,0
tdima tekdheb,0
allah yihlikom ye mas5in lkolkom zbala,0
ta77an el 2este3mar,0
fi ounis 0 5 kafara,0
iblis ynhi 3la mounkir,0
dégage ti ifhem rouhek 3ad,0
oiufffffffffffffffffffffffff hatou ess7i7,0
menejemtich tsayr jemhya bech tsayr hokouma toz,0
mela tnie,0
hhhh walah msata ya touensa,0
hadi wahda mrida lazem yedouha psychologue urgent wela yerkiwelha,0
da3wtik matfoutich 10m haslim khay wallit ta3rif rabbi,0
brabi baro nyko,0
rak te5dem 3and zboubna ye john,0
la yomkino l70kmo 3ala lmonawaeat ljareya 7atta yoled we ysammouhh,0
bomba şeydiaa,0
barrrrrrrrrrrra raouaaaaaaaah bachoula,0
mela 9o7eb,0
bandir hathi al houkouna ma,0
mech s7i7,0
gadekch tefh enty w migalo mte3k,0
7achawett kolou kedthbe,0
équipe té3ba yésser bérjouléya,0
ti enti aber fesed,0
y5i 3atey nta wech da5lek kloufi ta3 zabi,0
hhhhhhh jebet essid me wedhnou mala znatir hhhhh,0
m en akbar elentihazyine,0
kima 7al9et ellila bfff 3ale5er,0
ia ta77an tfouh 3la zok omk ia ria7i ia miboun,0
brahmet bouk ouarihem el 3in el hamra,0
ouh ya zebi 3al wabna mta3ek ya weld el fehri,0
piraté mta3 samir,0
hahah ydahkou yaftouu f haja w ma3ndhomch dalil,0
hhhhhhhhh yezou men hazen ethin rana 2019 yeki jee yechkilek,0
tajawej salahiyat raiss,0
hhhhh makch rajl,0
7oukouma foutouna,0
ne comettez pas cette erreur svp mr marzouki,0
slim ya riahi ynik fik m3amar gueddafi,0
lézmou yétbadil,0
brabi houwa meye3refch ye7ki 5ali bech iweli raiis nendebhom,0
chbik 7ziiinnn,0
hhh tay7ou 3la hmed satour fi kedheb,0
ma3néha bye bye alex nchalah yatla3 khir mennou,0
mal kalb kif lekleb,0
mak ta7an kifou,0
dégage rya7i yezik,0
3lech elmasek zayed,0
hadi koura mouch politique raja3 klamek president,0
ne9sin ken hedha 5alli yzid ytayer el barka jemla,0
nhess elli e3lem w e3lem el3ar may7ebbouch seyassi ki,0
pfff miskina weld l7ram,0
zokha taya7 m chicha hhhhhh,0
hhh 9oul tmoto 3la lo5bezz,0
hadhaka masir kol wahad yatkabar 3la ca,0
zokom le97ab,0
lawa7 3lik jib s7i7 winhom les recrutements,0
saybou ragel ye5dem 3al rou7ou,0
deja amina sta tfout nermine kan bel saber amina khra,0
yatla3 minha khawla ah,0
wa7ed mase5 bech yosref 3lina flous 7ram mte3 gadhefi,0
hhhhhhhhhh mhiva,0
nakrah tounis t serieux,0
t3ayeff ma5yebk za7,0
cha3be nayek w y3ich la7ase,0
okhrej nayik,0
bae3 l5amr,0
sayeb alik ya m3alemm me chleyekk,0
7ta hwa public l club africain,0
math9al zokou,0
brazzerz like this,0
ta7iya lcha3eb barek,0
dislike 9bal manfarj i ain t no hater,0
i5adim fi mo5ou 3al inti5abet,0
chkoun yasma3ha ken ki yetkatef,0
barra wahf,0
kollou ella bassem el mehri,0
raja3 montasar yahdik rabi,0
hatten no,0
lebled da5eltouha fi 7it wrhantou echa3eb,0
ti sayeb rouhik,0
sarak lybia,0
slim riahi dawara takouir avec les avocats hhhhhhhhhhh,0
mayjich el klem hed chway ehtira ama,0
rabi yahdihome fitunis wacharbouha,0
ki mahoumch 3ajbink matitfarjich fehom,0
so2el lislim ria7i min ayna laka hadha,0
ay ma3néha tahdid hédha,0
ta77an slim riahi,0
5iiiite mela nesse msatka ltawa maktan3o eli howa kaveb,0
inti fara5 chkoun,0
non 9al ena manjewibch 3al 7awyin,0
lotof ya rabiii,0
lam yakounou mokrhin,0
brabi kifeh ne7i vu,0
loled rakzo 3al la7in nla7in mta3 freriit,0
allahuma barik fi man rabak,0
aslan hedha mohamed ben aamar mahouch rajel fhemtech mnin jebouh,0
quel racaille,0
system ikbal o system tawa imrahez yaani system franciss,0
b1 dit walah ezawali ymout bghostou,0
saf wizz,0
hatta ejjayech rahou belek mouch m3eddih,0
mabrouk 3lihom ezantour lkalb,0
mamstou mala rra,0
haw mazel ye7ki ramz elfechal,0
sayib 3lik milkathabine haka ya3mil fissièssa,0
lazhar akrimi un borhen bsaiss bis,0
ga3da kizabi lmra nikmou tban ma3za a3tay,0
na3n zok omk ya karim,0
ti kont mo7ayed w rka7t f inti5abet,0
dedeee lkol nayak,0
hhhhhhhhhhhhhhhhhhhh yodhorli bech toktol barcha 3bed,0
kol 3am wou3oud zaifa,0
brabbi t3almou min syedkom ya znattttir,0
saybik men nida2 w yasar 5ali cha3b y7ebk ya slim,0
thez el bthra3ek si,0
yezzi mel internet cbon,0
flous m3amirrrrrrrrrrr hhhhhhh,0
hal hadha alistiftaa wamadhmouno mech ijibilna titrouwat,0
jadet 3lina hhhh nazih jeda jeda,0
slim bazoula hhhhhhhhhhhh,0
eyh ntabaaou el bahi wella el khayeb kan el mouyouaa,0
a7na ijou3 klana,0
ch5alani 4 ans marawa7tch ltounis,0
nechallah ili andou hak ma yedhiach bon essakin,0
meriem raho ramadan wla nsiti,0
jaded l tijeni y slim w sayeb 3lina m 7kouma,0
ya3tk 3assba 3la rassk,0
k sjt mush mkalkek ly,0
chbik maw lebes,0
twa nrej3 l j aime wala chne3ml,0
mia khalifa aime ça,0
tu m as déçue mr marzouki,0
d d v v v yam3adhebho,0
ay errjel illi bech tharer la3rab ya3ti 3za lidinya,0
ti mana 9olna djabou clubuste 100,0
ya zebbi chta7chiou fiih,0
3aycha fi ka3ba gâteau hhhhh,0
ichà tir ma5yéb rasék ha chléyék mta3 tiiiiiiiiiiiiit,0
belahi djabou cha3malet fih,0
5asithom kene dho7k ibakiwwwwwww,0
rahou 7abinek 3ala ca 7alik b3id ya si slim,0
fakartni bi moggi wel juve 2006 loooool,0
m5yb oujhek,0
tarajit intidabatkom fachila bimtyaz oi slim sydkom,0
samir wafi chi7eb tho7ik hhhhhhhhhhhh allah yehelkou,0
lkaff si slim lkaff lkaff taw yetrabbou,0
9heba marocia,0
jabri we ta7 b9anet mta3 jboura we dima ,0
infospotunisie aime ça hhhhhhhhhh,0
mamsatkom mouch 3wayedkom,0
kel classe est kel niveau bas clochard,0
tathehrou ken fi lentikabet wtabdou toklou fi b3dhkom kedhbou3a hhhhhhhhhh,0
3zouza hazha il wad w tkoul sna 3am saba,0
mouh mouh,0
el feyda fl la3b mesh fl mariol,0
alkilabou 3ala achkeliha ta9a3ou,0
allah yehlekom,0
si slim soum tseker yasser ghali pelouse 20dt enceinte 50dt,0
hhhh akbr emase5 yehki 3al fsed,0
tik4b omour syasiya,0
sanchez dégage,0
mala idjoudir 3arka fi hammam,0
elhajra matthoub,0
mala bhim te3 widhni,0
barra nayk b3id,0
boubi sidou el beji,0
hotoulna lparole zaaaab,0
pyrolyse ezardi,0
hhh allah allah,0
mala jboura ta3mel fi commenter,0
allah la traba7ehom,0
la7oula wala 9ouwa ila beleh hhhhh,0
i9tira7 8alet ya ci slim le nahda ou le nide2,0
bayrem fisa3 il7imha wfisa3 mich yitnak,0
taw ba3louch comédien,0
5saara fiik baz3a asel 5ali kan nmass5ou ydiina bikom,0
siebou erajel,0
slim era9asa,0
tfouh 3likom fii zoz,0
amin gara ba3louch lotfi la3binha wled bled metkatlin mahomchi rjel,0
machi lflous tawa na5eblek,0
balad 9a3det feha kan leklab ta3oui,0
des clochards tfouuu,0
nokat l épisode hedhi ta3mel dépression,0
bil hijab azyen,0
magaditech lclub bech tged hezeb,0
belhelel la fihom rajel yaslah,0
7izb dik chrab w hiiiiiiiiiiihaaaa,0
o93dou ta7nou l slim eriya7i taw terb7ou d3a echar,0
barrou nok ometkom l9a7ba ey sot lmra 3awra,0
bara o5rej 3lina wejh l ham akber kadheb fi tunis,0
tabrour wini eza7,0
ya3tyh 3asba ili mayna7icch il aboné mtta3oo,0
akhou bach yched thniyet 3loulou,0
nchallah lkob mba3ed manhezoha mat8aletnech ferwe7na 5aterna ne9sin barcha 5edma,0
seybaalik maha louga,0
challak ha w msa7 biha el 9a3a mdrr,0
hhhhh boutole 7arme falousk 7arme boutolt gabi gabi hadi ess,0
mahiych wataniya,0
winti fissa3 rannabt 3ad,0
alah iba3idhom 3lina i7ibou 3ahd dhil wi tmaskin,0
chnowwa chwayya 9offa lilmo7amin,0
dawla felsa walet tfoke fi flousse enesse,0
eja el tataouin we chouff,0
beat yniknf raass ama klem brojla nyeka,0
sarek kbiiiiiiir w machi ysale7 leclub,0
saib ennass te5dem,0
loooll erheeebb raditouhom,0
el bled mcht tnayek,0
fama 5 mleyen bech n3ares fi may,0
jbedtou essed min widhna,0
barcha zbar men vedio we7id,0
allah le terabha zaboromik 9ahba,0
belahi 3leh 3amlin dislike,0
m9otlnech enti fer5chkoun,0
hhhhh chbih abyadh t9oul il3omra 3malha fil bit,0
amdouni o9rossni kan tchoufff liberté fi tounesss,0
rabbi yahdi wbarra,0
brojla sanfour mili na7it liklm zayd fsit,0
el fartas 8adhettou amarikia walla ye5dem 3la rou7ou,0
7keya fergha rabi yoster,0
ta3mel mzeya fahamni 3lahe houma des psychopathe,0
haw bda ekedheb w nifa9,0
l7keya hedi 3oura barcha 9alou chedouhem ena mansade9hech lkidba hedi,0
hekayat oumi sissi,0
5idma na9saa barcha o hdhi mt3 3am 5idma,0
slim dabdouba hhhhhhhhhhhhh,0
mala fdhayaaaaaaaaaaaaaaa7 eza77777777777777 pffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0
ça c est pas la liberté d expression,0
slouma weld pappatou,0
slim riahi akber tahannnnn hhhhhh jebouk lel 5maj mta3ehom,0
kishghoul hiya imam yakhi m 3ndha 7a9 khmaj safi,0
fe9et bik nes 3andek ken bass h,0
chwaya ekhor ywalli rabkom,0
hasilou fakarni fel ma5lou3 fi manate9 edel,0
thebou kol chey ala kifkom yeki,0
ijme3a tkarkire feha 3lina 9a3dou kene izamrou,0
cha3b bhiiiiiim w jebeeen,0
rani nmote menha offffff,0
dawadi ya siiiiiiiiiiiiiiiiiiiiii slim yare7m wldiiiiiiiiiiiiik,0
eenty shemdaakhlek,0
mel mafroudh yeta3dem houwa 3la tasri7 kima hedha,0
sloma ya gaher ednadik,0
marto machi kant dayra jlbab hhhhhhhhh,0
erajel ya7ki 3la mochkelt cha3b ji3an wentoma ta7kiw 3al kora,0
b9aw ken ynaykou 3lina,0
dhaher fiha mhadhra,0
li b lahmer yahki kil mibon w dèja mibon howa,0
9anet el 7imar etounsi,0
on tt cas benik w bin molik,0
mala khra aka abir,0
rajel dawla,0
walli 5ebra mta3 7bouset taw,0
des tendances chmeta fi baya zardi,0
jam3iya waktech tkawer,0
kol sare9 tla7eslou kamcha kleb,0
ye mela mouselsel el rakisa we tabel,0
haka wsoullna nalaabou bdine,0
hhhhhh sliem rie7i kaleb chkouennnnn,0
brabi na9sou men t7in kathartoulha,0
3assba lik wlemkach5a wle clube wouridoo,0
mourouj kabaria hhhhhh,0
c grave alach am ydirolha haka,0
lhw eli y7eb y7ayer esmou ya7ki 3la gafsa,0
ha raiss mchelah ilmal web9alah lihbel,0
mella hala,0
tawwwwa ta5ra fihhhhhhhhhhhhh ya zantourr,0
hhhhhh lbled hhhhhh cht7chi fiiih,0
hedha mehouch tebe3ejma3a,0
al kilabou tanba7 wal 9afila tassir,0
3assba lek ou le ca,0
ach koun gal s7i7,0
akber kadeb slim ryahi men karouba ardane katoura charen,0
hhhhhh haya kamel tawa 9olena chkoun 9tal chokri bel aid,0
tathkir ila 9oussaitt el 9loub wa ba9aya el jahilya,0
ach tmoto 3la tel7is inta welimerik ile kifek,0
ba3basli afkari hal miboun,0
3elmi ih ya ebni eblad 5arba ya ebni,0
t chbih fyisl lmibom mt3 wdhni hedha,0
goub3a ou 7idoussi il barra degage,0
normalment y9ouloulna slim rye7i farkh shkoun,0
2 freret y8aniw m3a b3adhhom hhhhhhh,0
oussama 3ib elli ta7ki fih 9ol 5ayran aw osmot,0
ahliktou tounis hyéhlik alli yéntakib,0
ils vont dire rcd,0
ilkolkoum etfalmou 3ala ech3abe w ulkoulkoum eklabe,0
tawo ta5rawou fih,0
cherche l9o7b,0
hahahahahahh no,0
tekhdeb kanet 3ar kolettounisien,0
bech ta5esrou w boutoula lil swa7liya hhhhhhhhh,0
