sentence,label,length,word_list
degager degager,0,2,"['degager', 'degager']"
salim ryahi fuukk you,0,4,"['salim', 'ryahi', 'fuukk', 'you']"
encha llah,1,2,"['encha', 'llah']"
sloumma l8ali kamlelna djaabouuu w youuufa la7diiith,1,7,"['sloumma', 'l8ali', 'kamlelna', 'djaabouuu', 'w', 'youuufa', 'la7diiith']"
blmonasba enti far5 chkoun,0,4,"['blmonasba', 'enti', 'far5', 'chkoun']"
pro bro,1,2,"['pro', 'bro']"
rak m3alem wlh,1,3,"['rak', 'm3alem', 'wlh']"
mahlek ya slim,1,3,"['mahlek', 'ya', 'slim']"
nchalla mouldek mabrouk,1,3,"['nchalla', 'mouldek', 'mabrouk']"
viva c a,1,3,"['viva', 'c', 'a']"
un grand monsieur rabbi yjibek fi sweb,1,7,"['un', 'grand', 'monsieur', 'rabbi', 'yjibek', 'fi', 'sweb']"
sahaaa sahaaa,1,2,"['sahaaa', 'sahaaa']"
bravo si mehdi,1,3,"['bravo', 'si', 'mehdi']"
satar allah bonne continuation,1,4,"['satar', 'allah', 'bonne', 'continuation']"
son commenter siasi tunis 3la l7it,0,6,"['son', 'commenter', 'siasi', 'tunis', '3la', 'l7it']"
torrrrrrrrrrrrrrrrrrrrr tozzzzzzzzzzzzzz wechhhhhhhhho,0,3,"['torrrrrrrrrrrrrrrrrrrrr', 'tozzzzzzzzzzzzzz', 'wechhhhhhhhho']"
on9ech ya m3allem wallah baratli 3la 9albi,1,7,"['on9ech', 'ya', 'm3allem', 'wallah', 'baratli', '3la', '9albi']"
walh 5sara ken bech timchi 3le ca,0,7,"['walh', '5sara', 'ken', 'bech', 'timchi', '3le', 'ca']"
hhhhhhhhhhhhhh wa7dik slouma,1,3,"['hhhhhhhhhhhhhh', 'wa7dik', 'slouma']"
rabi ychfik nchallah,1,3,"['rabi', 'ychfik', 'nchallah']"
taraji w letoile metcherkin fi tayara chartere hhhhhhhhhhhhhh,1,8,"['taraji', 'w', 'letoile', 'metcherkin', 'fi', 'tayara', 'chartere', 'hhhhhhhhhhhhhh']"
echa3b m3ak ya m3allem,1,4,"['echa3b', 'm3ak', 'ya', 'm3allem']"
mazelt thel f fomk,0,4,"['mazelt', 'thel', 'f', 'fomk']"
anta aw la ahad,1,4,"['anta', 'aw', 'la', 'ahad']"
toul 3orik tkoum belwejib ya si slim,1,7,"['toul', '3orik', 'tkoum', 'belwejib', 'ya', 'si', 'slim']"
yalah neblokih,0,2,"['yalah', 'neblokih']"
etounisia sans moez ta3ba barcha,0,5,"['etounisia', 'sans', 'moez', 'ta3ba', 'barcha']"
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh 39 like ou 619 dislike,0,6,"['hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh', '39', 'like', 'ou', '619', 'dislike']"
winkoum cha3eb le wiouuuu 3,1,5,"['winkoum', 'cha3eb', 'le', 'wiouuuu', '3']"
bjr ya m3allem,1,3,"['bjr', 'ya', 'm3allem']"
inchallah ness elkol tfakar kifek bravoo,1,6,"['inchallah', 'ness', 'elkol', 'tfakar', 'kifek', 'bravoo']"
amani 9adekech ne9sa rbeya,0,4,"['amani', '9adekech', 'ne9sa', 'rbeya']"
fakrtni fi din ali hhhhhh,0,5,"['fakrtni', 'fi', 'din', 'ali', 'hhhhhh']"
ti ebni stad ejdid 5ir matichri etsali7,0,7,"['ti', 'ebni', 'stad', 'ejdid', '5ir', 'matichri', 'etsali7']"
lo8a wa7da el kartouch,0,4,"['lo8a', 'wa7da', 'el', 'kartouch']"
allah yar7im weldik msekin,1,4,"['allah', 'yar7im', 'weldik', 'msekin']"
dherbet el youm 9weye sede9ni 9esmetli dhehri,0,7,"['dherbet', 'el', 'youm', '9weye', 'sede9ni', '9esmetli', 'dhehri']"
c est archi beau la tunisie,1,6,"['c', 'est', 'archi', 'beau', 'la', 'tunisie']"
haw leklem es7i7,1,3,"['haw', 'leklem', 'es7i7']"
dhyouba béch yabdew yinhchou tawa fi 5irét libléd,0,8,"['dhyouba', 'béch', 'yabdew', 'yinhchou', 'tawa', 'fi', '5irét', 'libléd']"
wwoooooooooooh 3la sa3d zboubna erre9d ntnekna,0,6,"['wwoooooooooooh', '3la', 'sa3d', 'zboubna', 'erre9d', 'ntnekna']"
awel coment w hata vue,1,5,"['awel', 'coment', 'w', 'hata', 'vue']"
t7ine elli ihez fih,0,4,"['t7ine', 'elli', 'ihez', 'fih']"
il kalib ya3rif il kalib,0,5,"['il', 'kalib', 'ya3rif', 'il', 'kalib']"
slim el bal3out,0,3,"['slim', 'el', 'bal3out']"
bjr matehmmik ken eljam3ia wewlladha,1,5,"['bjr', 'matehmmik', 'ken', 'eljam3ia', 'wewlladha']"
mezalt hayra fik,0,3,"['mezalt', 'hayra', 'fik']"
a9wa titre fi tounnes bravo bravo,1,6,"['a9wa', 'titre', 'fi', 'tounnes', 'bravo', 'bravo']"
hhhhh echta7chiyo fih,0,3,"['hhhhh', 'echta7chiyo', 'fih']"
malla la3b ya zebbi,1,4,"['malla', 'la3b', 'ya', 'zebbi']"
ahla bik,1,2,"['ahla', 'bik']"
have a nice day,1,4,"['have', 'a', 'nice', 'day']"
darna dar kbira wrabi yba3d el3inine 3lina,0,7,"['darna', 'dar', 'kbira', 'wrabi', 'yba3d', 'el3inine', '3lina']"
bravooo w nchallah rabi m3ak,1,5,"['bravooo', 'w', 'nchallah', 'rabi', 'm3ak']"
sbe7 nour ya m3alem ya m3adhebhom,1,6,"['sbe7', 'nour', 'ya', 'm3alem', 'ya', 'm3adhebhom']"
noublier pas equipe de sidi bouzid,1,6,"['noublier', 'pas', 'equipe', 'de', 'sidi', 'bouzid']"
barraou enzaou khir malla tkerkira galou 3endna fari9 hhhhh,0,9,"['barraou', 'enzaou', 'khir', 'malla', 'tkerkira', 'galou', '3endna', 'fari9', 'hhhhh']"
a7lla klay,1,2,"['a7lla', 'klay']"
keyenha sem3etna,0,2,"['keyenha', 'sem3etna']"
rabi yahfddak anta womek,1,4,"['rabi', 'yahfddak', 'anta', 'womek']"
kol 3am winta b5ir,1,4,"['kol', '3am', 'winta', 'b5ir']"
y9ar3ej mlih hhhhhhhhh,1,3,"['y9ar3ej', 'mlih', 'hhhhhhhhh']"
3aichou ya rabi,1,3,"['3aichou', 'ya', 'rabi']"
docteur moncef emchi leljanoub yehdik rabi,1,6,"['docteur', 'moncef', 'emchi', 'leljanoub', 'yehdik', 'rabi']"
aiey aiey ya sloumaaaaaaaaaaaaaaaaaaaa,1,4,"['aiey', 'aiey', 'ya', 'sloumaaaaaaaaaaaaaaaaaaaa']"
el 3akel me y3chih fi kil bled,0,7,"['el', '3akel', 'me', 'y3chih', 'fi', 'kil', 'bled']"
bravo slouma a9wa président de club fi tounes wlh,1,9,"['bravo', 'slouma', 'a9wa', 'président', 'de', 'club', 'fi', 'tounes', 'wlh']"
allah yarhem waldik,1,3,"['allah', 'yarhem', 'waldik']"
ma7la zaynek rayou 3saaal,1,4,"['ma7la', 'zaynek', 'rayou', '3saaal']"
yeser kedheb ya baba lotfi,0,5,"['yeser', 'kedheb', 'ya', 'baba', 'lotfi']"
ramadhan karim,1,2,"['ramadhan', 'karim']"
m3allem zid 3abhom,1,3,"['m3allem', 'zid', '3abhom']"
testehel akther m'en forsa,1,4,"['testehel', 'akther', ""m'en"", 'forsa']"
nes lkol thez fih t n,1,6,"['nes', 'lkol', 'thez', 'fih', 't', 'n']"
chay ydha7ek wlh,0,3,"['chay', 'ydha7ek', 'wlh']"
politique omoro y3ml iliy7b l mhom jm3ya ca,0,8,"['politique', 'omoro', 'y3ml', 'iliy7b', 'l', 'mhom', 'jm3ya', 'ca']"
prsident kima aamelt maa ezzou aamel maa wissem,1,8,"['prsident', 'kima', 'aamelt', 'maa', 'ezzou', 'aamel', 'maa', 'wissem']"
nchalleh trebho wtniko bnat na3ima mobist,0,6,"['nchalleh', 'trebho', 'wtniko', 'bnat', 'na3ima', 'mobist']"
zabour oumou ag7ba ch5 amniyak ouyakdab,0,6,"['zabour', 'oumou', 'ag7ba', 'ch5', 'amniyak', 'ouyakdab']"
ya zzebi 7ata chagrawi welat ta3ti rayha wtefti,0,8,"['ya', 'zzebi', '7ata', 'chagrawi', 'welat', 'ta3ti', 'rayha', 'wtefti']"
9oul el 3ale e7chem a3le rou7ak chway la5ra,1,8,"['9oul', 'el', '3ale', 'e7chem', 'a3le', 'rou7ak', 'chway', 'la5ra']"
nchalla mouch klem wbarra nchalla tunis b5iiiiiir,1,7,"['nchalla', 'mouch', 'klem', 'wbarra', 'nchalla', 'tunis', 'b5iiiiiir']"
rabi ysahel,1,2,"['rabi', 'ysahel']"
ejrab fil canada mouch ken fi tounes,0,7,"['ejrab', 'fil', 'canada', 'mouch', 'ken', 'fi', 'tounes']"
just wooow,1,2,"['just', 'wooow']"
rabi yar7amhom,1,2,"['rabi', 'yar7amhom']"
malam ya boss,1,3,"['malam', 'ya', 'boss']"
tlayta fik y slim c a b,0,7,"['tlayta', 'fik', 'y', 'slim', 'c', 'a', 'b']"
daiem allah allah iar7mou wi na3mou daiem rabbi,1,8,"['daiem', 'allah', 'allah', 'iar7mou', 'wi', 'na3mou', 'daiem', 'rabbi']"
chbih ybki bahdrk,1,3,"['chbih', 'ybki', 'bahdrk']"
bellehi ar7amnè hhaw 5rajt minhè helpage mellè fedè,0,8,"['bellehi', 'ar7amnè', 'hhaw', '5rajt', 'minhè', 'helpage', 'mellè', 'fedè']"
continu slim bravooooooooooooooooooooo,1,3,"['continu', 'slim', 'bravooooooooooooooooooooo']"
rabi khalihomlok,1,2,"['rabi', 'khalihomlok']"
ok hobi,1,2,"['ok', 'hobi']"
ca tv wa9teh bech t7el a m3allem 9alou cab,1,9,"['ca', 'tv', 'wa9teh', 'bech', 't7el', 'a', 'm3allem', '9alou', 'cab']"
c du lourd bravo jenjoun,1,5,"['c', 'du', 'lourd', 'bravo', 'jenjoun']"
chbik ma3titech rayek fil mousal7a elwataniya,1,6,"['chbik', 'ma3titech', 'rayek', 'fil', 'mousal7a', 'elwataniya']"
slim houa rais nchalla,1,4,"['slim', 'houa', 'rais', 'nchalla']"
93adto fel7in ken fi leklem,0,5,"['93adto', 'fel7in', 'ken', 'fi', 'leklem']"
tkarkira fi lebled ya souhabi,0,5,"['tkarkira', 'fi', 'lebled', 'ya', 'souhabi']"
gtaltna echaharat,0,2,"['gtaltna', 'echaharat']"
la3net allah alikom mahouch rajel dima fatha7na slim 5ra,0,9,"['la3net', 'allah', 'alikom', 'mahouch', 'rajel', 'dima', 'fatha7na', 'slim', '5ra']"
bech yo7kem bilkteb la5dhar,0,4,"['bech', 'yo7kem', 'bilkteb', 'la5dhar']"
3asba likom wle le hiwar mala maben tfou alikom,0,9,"['3asba', 'likom', 'wle', 'le', 'hiwar', 'mala', 'maben', 'tfou', 'alikom']"
fi 5ater slouma,1,3,"['fi', '5ater', 'slouma']"
ravi yechfih inchallah,1,3,"['ravi', 'yechfih', 'inchallah']"
du bla bla,0,3,"['du', 'bla', 'bla']"
allah ma3k,1,2,"['allah', 'ma3k']"
hamdillah rabi idhahir elha9,1,4,"['hamdillah', 'rabi', 'idhahir', 'elha9']"
bal3out meerig,0,2,"['bal3out', 'meerig']"
bon anniversair slouma,1,3,"['bon', 'anniversair', 'slouma']"
alah yar7im waldik,1,3,"['alah', 'yar7im', 'waldik']"
berjoulia khalik i4ne virage rap 5atik,0,6,"['berjoulia', 'khalik', 'i4ne', 'virage', 'rap', '5atik']"
hatta lemsatek hedha walla 3andou maykoul,0,6,"['hatta', 'lemsatek', 'hedha', 'walla', '3andou', 'maykoul']"
marto daretli lfeda,0,3,"['marto', 'daretli', 'lfeda']"
wahdek ya slaiiiimmm,1,3,"['wahdek', 'ya', 'slaiiiimmm']"
wa7dak slouma allah iberk fik,1,5,"['wa7dak', 'slouma', 'allah', 'iberk', 'fik']"
bravo ana na7bk anti ilwa7ida fi social media,1,8,"['bravo', 'ana', 'na7bk', 'anti', 'ilwa7ida', 'fi', 'social', 'media']"
salifu m3allem,1,2,"['salifu', 'm3allem']"
mala hanen yesr 7lowa,1,4,"['mala', 'hanen', 'yesr', '7lowa']"
challah rabi waf9hom,1,3,"['challah', 'rabi', 'waf9hom']"
sin daima,1,2,"['sin', 'daima']"
bon courage,1,2,"['bon', 'courage']"
rabi yer7emham,1,2,"['rabi', 'yer7emham']"
bravo jdr,1,2,"['bravo', 'jdr']"
telhelna cwaya bel foot,0,4,"['telhelna', 'cwaya', 'bel', 'foot']"
ya weldi azber insen ritou nwiouûuuu,1,6,"['ya', 'weldi', 'azber', 'insen', 'ritou', 'nwiouûuuu']"
5ounaya tayara m3allem sa7bi wasil,1,5,"['5ounaya', 'tayara', 'm3allem', 'sa7bi', 'wasil']"
astagfirou allah wa atoubou ilaihi,1,5,"['astagfirou', 'allah', 'wa', 'atoubou', 'ilaihi']"
enchala marbou7a ca,1,3,"['enchala', 'marbou7a', 'ca']"
hajja toq lokhaien,1,3,"['hajja', 'toq', 'lokhaien']"
bilahi 3a resulta eli 3amlinha bech yji joumhour,1,8,"['bilahi', '3a', 'resulta', 'eli', '3amlinha', 'bech', 'yji', 'joumhour']"
ilkithb yinta9min 3inih,0,3,"['ilkithb', 'yinta9min', '3inih']"
andk hak sawt maraa awra,1,5,"['andk', 'hak', 'sawt', 'maraa', 'awra']"
abdéhom minnik,0,2,"['abdéhom', 'minnik']"
ana awlhom sanfour,1,3,"['ana', 'awlhom', 'sanfour']"
ma7lah ama inti zada ma7lak,1,5,"['ma7lah', 'ama', 'inti', 'zada', 'ma7lak']"
ma3ndekech cha5sya tfouhhhhh,0,3,"['ma3ndekech', 'cha5sya', 'tfouhhhhh']"
in challah labes si slim,1,5,"['in', 'challah', 'labes', 'si', 'slim']"
a slouma nik omhommm nabaraaaaaaaaaaaaaa tafi 3likk,0,7,"['a', 'slouma', 'nik', 'omhommm', 'nabaraaaaaaaaaaaaaa', 'tafi', '3likk']"
aktir 4onea 3ijbitni,1,3,"['aktir', '4onea', '3ijbitni']"
kol 3am wenti b5ir w3afya,1,5,"['kol', '3am', 'wenti', 'b5ir', 'w3afya']"
look mezien ama kabrek surtout cha3rek,1,6,"['look', 'mezien', 'ama', 'kabrek', 'surtout', 'cha3rek']"
jaziri bravo,1,2,"['jaziri', 'bravo']"
7amdoullah 3ala slemtek,1,3,"['7amdoullah', '3ala', 'slemtek']"
3andou nasba w yartaze9 mnha 5ir mn yemchi yesre9,0,9,"['3andou', 'nasba', 'w', 'yartaze9', 'mnha', '5ir', 'mn', 'yemchi', 'yesre9']"
rajoulon ka alf bravo le capitano,1,6,"['rajoulon', 'ka', 'alf', 'bravo', 'le', 'capitano']"
si slim inchalah rabi em3ek,1,5,"['si', 'slim', 'inchalah', 'rabi', 'em3ek']"
hhhhhhhhhhhh c bien,1,3,"['hhhhhhhhhhhh', 'c', 'bien']"
boul 3lihom mana na3rfouhom men bekriiii,0,6,"['boul', '3lihom', 'mana', 'na3rfouhom', 'men', 'bekriiii']"
ni vu,1,2,"['ni', 'vu']"
inchallah rabbi ywaf9ou,1,3,"['inchallah', 'rabbi', 'ywaf9ou']"
rabi ifadhlek w kol 3am wenti b khir,1,8,"['rabi', 'ifadhlek', 'w', 'kol', '3am', 'wenti', 'b', 'khir']"
93atou ken tbahbrou 3ala ennes ken 3awant elfou9ara kirlek,0,9,"['93atou', 'ken', 'tbahbrou', '3ala', 'ennes', 'ken', '3awant', 'elfou9ara', 'kirlek']"
mallla film ynik fi ras,1,5,"['mallla', 'film', 'ynik', 'fi', 'ras']"
hhhhhhhhh raw7 nike b3id,0,4,"['hhhhhhhhh', 'raw7', 'nike', 'b3id']"
tfarej baba tfarej atef mkachakh,0,5,"['tfarej', 'baba', 'tfarej', 'atef', 'mkachakh']"
ame mouch ness el kol m3ahom rabi ya sihem,1,9,"['ame', 'mouch', 'ness', 'el', 'kol', 'm3ahom', 'rabi', 'ya', 'sihem']"
raak naar to9tel bel zin machala,1,6,"['raak', 'naar', 'to9tel', 'bel', 'zin', 'machala']"
sanfour ya3tek 3asba,0,3,"['sanfour', 'ya3tek', '3asba']"
hhhh tabon hhhhhh,1,3,"['hhhh', 'tabon', 'hhhhhh']"
rabi y3awno,1,2,"['rabi', 'y3awno']"
nchallah rabbi ye8ferelou wa ye8ferelna,1,5,"['nchallah', 'rabbi', 'ye8ferelou', 'wa', 'ye8ferelna']"
ndirou l giraa dod,1,4,"['ndirou', 'l', 'giraa', 'dod']"
ahla matsmi3,1,2,"['ahla', 'matsmi3']"
boirjouliya yiibini nidhal saha kouya,1,5,"['boirjouliya', 'yiibini', 'nidhal', 'saha', 'kouya']"
hetha mayjich ra2iss il tuniss kathebbb w mounefa9,0,8,"['hetha', 'mayjich', 'ra2iss', 'il', 'tuniss', 'kathebbb', 'w', 'mounefa9']"
rabbi m3aaaaaaaaaaaaaaak,1,2,"['rabbi', 'm3aaaaaaaaaaaaaaak']"
oo mike tyson chouttttttttt oo 3al barrrrrr,1,7,"['oo', 'mike', 'tyson', 'chouttttttttt', 'oo', '3al', 'barrrrrr']"
ken mawalech meme mnjich nchouf x3,1,6,"['ken', 'mawalech', 'meme', 'mnjich', 'nchouf', 'x3']"
t7ebchi cham3a,1,2,"['t7ebchi', 'cham3a']"
non je suis encor vivant el bay,1,7,"['non', 'je', 'suis', 'encor', 'vivant', 'el', 'bay']"
alhal wahid 7ali ca tatkadam,1,5,"['alhal', 'wahid', '7ali', 'ca', 'tatkadam']"
o9som billeh ken jit ena fiblasetha nfez nadhrabha,0,8,"['o9som', 'billeh', 'ken', 'jit', 'ena', 'fiblasetha', 'nfez', 'nadhrabha']"
rabi ihanikom nshallah,1,3,"['rabi', 'ihanikom', 'nshallah']"
ah echguolet,1,2,"['ah', 'echguolet']"
klem ma39oul ou maouzoun,1,4,"['klem', 'ma39oul', 'ou', 'maouzoun']"
rabi mahk w rabi mah leak,1,6,"['rabi', 'mahk', 'w', 'rabi', 'mah', 'leak']"
ay ay tombe rod belk rahou may7ebkch,1,7,"['ay', 'ay', 'tombe', 'rod', 'belk', 'rahou', 'may7ebkch']"
enfin wsoul eli hab 3lih,1,5,"['enfin', 'wsoul', 'eli', 'hab', '3lih']"
tu es gracieuse j adore notre cléopatra 2020,1,8,"['tu', 'es', 'gracieuse', 'j', 'adore', 'notre', 'cléopatra', '2020']"
mazel ellkaher,1,2,"['mazel', 'ellkaher']"
tokteeeel y madame,1,3,"['tokteeeel', 'y', 'madame']"
mala dawla slim rye7i babab,1,5,"['mala', 'dawla', 'slim', 'rye7i', 'babab']"
ahsen yosra fik ya tounis,1,5,"['ahsen', 'yosra', 'fik', 'ya', 'tounis']"
dima ettajrou b hmoum ezzawali,0,5,"['dima', 'ettajrou', 'b', 'hmoum', 'ezzawali']"
duo weld 3awatef,0,3,"['duo', 'weld', '3awatef']"
slouma m3alim,1,2,"['slouma', 'm3alim']"
chidoh min zibo mistansini bchibob,0,5,"['chidoh', 'min', 'zibo', 'mistansini', 'bchibob']"
mazmra 3likem me love est,0,5,"['mazmra', '3likem', 'me', 'love', 'est']"
ya rabi rabi ytawel fi 3morhom,1,6,"['ya', 'rabi', 'rabi', 'ytawel', 'fi', '3morhom']"
tounes mt3na wa riahi lina we ca dima hanina,1,9,"['tounes', 'mt3na', 'wa', 'riahi', 'lina', 'we', 'ca', 'dima', 'hanina']"
liltek zina,1,2,"['liltek', 'zina']"
kolna m3akom ye osoude tounis kolna twensa,1,7,"['kolna', 'm3akom', 'ye', 'osoude', 'tounis', 'kolna', 'twensa']"
el 3assi eli dhab7ouh fe teran 3ta maf3oulo hhh,0,9,"['el', '3assi', 'eli', 'dhab7ouh', 'fe', 'teran', '3ta', 'maf3oulo', 'hhh']"
svp slim rya7i far5 chkoun,1,5,"['svp', 'slim', 'rya7i', 'far5', 'chkoun']"
alah layarab7ek behi,0,3,"['alah', 'layarab7ek', 'behi']"
bravo sanfor gati,1,3,"['bravo', 'sanfor', 'gati']"
slim riahi ben ali 2 newi yched lebled betta7ayol,0,9,"['slim', 'riahi', 'ben', 'ali', '2', 'newi', 'yched', 'lebled', 'betta7ayol']"
bravo slouma chmeta f denedik,1,5,"['bravo', 'slouma', 'chmeta', 'f', 'denedik']"
khyt tawa hedy ghneya,0,4,"['khyt', 'tawa', 'hedy', 'ghneya']"
bourjoulia lezemha tetghana fil virage portant ana mkaschekh,1,8,"['bourjoulia', 'lezemha', 'tetghana', 'fil', 'virage', 'portant', 'ana', 'mkaschekh']"
bon courage khawla,1,3,"['bon', 'courage', 'khawla']"
hamadi bosbi3 kalb,0,3,"['hamadi', 'bosbi3', 'kalb']"
svp ttè les clubiste kliki jaime club africain,1,8,"['svp', 'ttè', 'les', 'clubiste', 'kliki', 'jaime', 'club', 'africain']"
cha3b morafil corona chwaya fikom,0,5,"['cha3b', 'morafil', 'corona', 'chwaya', 'fikom']"
khit yazeeeeeeeebi khit,0,3,"['khit', 'yazeeeeeeeebi', 'khit']"
taaml aleha kif wlh,1,4,"['taaml', 'aleha', 'kif', 'wlh']"
alha yar7mo,1,2,"['alha', 'yar7mo']"
bassem hhhhhhhhh 9tlni bdahk,1,4,"['bassem', 'hhhhhhhhh', '9tlni', 'bdahk']"
árabe francais espagnol et anglais chnouwa mafhamtech taw ntarjmoulek,1,9,"['árabe', 'francais', 'espagnol', 'et', 'anglais', 'chnouwa', 'mafhamtech', 'taw', 'ntarjmoulek']"
mala ka saffawiiz,1,3,"['mala', 'ka', 'saffawiiz']"
hal fo9ma dyma meda wejha,0,5,"['hal', 'fo9ma', 'dyma', 'meda', 'wejha']"
rabi ya7fdhkkkkkkkkkkkkkkk,1,2,"['rabi', 'ya7fdhkkkkkkkkkkkkkkk']"
a3mlo kifo hhh,1,3,"['a3mlo', 'kifo', 'hhh']"
sniene dayma slouma kol 3am wenti 7ay b5ir,1,8,"['sniene', 'dayma', 'slouma', 'kol', '3am', 'wenti', '7ay', 'b5ir']"
rabi yichfihoum,1,2,"['rabi', 'yichfihoum']"
habet 3al youtube,1,3,"['habet', '3al', 'youtube']"
bravo klay rak wa7ch,1,4,"['bravo', 'klay', 'rak', 'wa7ch']"
nchalh yetraba fi 3ezek,1,4,"['nchalh', 'yetraba', 'fi', '3ezek']"
ana w ayilti nvotilik,1,4,"['ana', 'w', 'ayilti', 'nvotilik']"
naantalaa aalikom w aali jeboukom ya maskhin,0,7,"['naantalaa', 'aalikom', 'w', 'aali', 'jeboukom', 'ya', 'maskhin']"
chwaya haka chwaya hakaa hahahahahah,1,5,"['chwaya', 'haka', 'chwaya', 'hakaa', 'hahahahahah']"
slim miboun da5el fi 7iit jam3ia,0,6,"['slim', 'miboun', 'da5el', 'fi', '7iit', 'jam3ia']"
tab3in youssef chahed,0,3,"['tab3in', 'youssef', 'chahed']"
thakka chebelle men thaekka assedde,0,5,"['thakka', 'chebelle', 'men', 'thaekka', 'assedde']"
m3aleeem ya riya7i,1,3,"['m3aleeem', 'ya', 'riya7i']"
3la ged ma khenet,0,4,"['3la', 'ged', 'ma', 'khenet']"
slim a5tak min syasa w alha bjam3iya 5ir,1,8,"['slim', 'a5tak', 'min', 'syasa', 'w', 'alha', 'bjam3iya', '5ir']"
a3tini tafsir linnahda winjawbik,1,4,"['a3tini', 'tafsir', 'linnahda', 'winjawbik']"
bon courage ya king,1,4,"['bon', 'courage', 'ya', 'king']"
ta7ana tfouh,0,2,"['ta7ana', 'tfouh']"
mabroukkkk président,1,2,"['mabroukkkk', 'président']"
hahahahaha tlamet l97ab wlad manzel boun9iba,0,6,"['hahahahaha', 'tlamet', 'l97ab', 'wlad', 'manzel', 'boun9iba']"
hhhh hamma jo3ba,0,3,"['hhhh', 'hamma', 'jo3ba']"
behi behi behi behi,1,4,"['behi', 'behi', 'behi', 'behi']"
cuuute amuuuah,1,2,"['cuuute', 'amuuuah']"
kolkom kizebiiii,0,2,"['kolkom', 'kizebiiii']"
ta3ya w enti thizzzzz malllla 7alla,0,6,"['ta3ya', 'w', 'enti', 'thizzzzz', 'malllla', '7alla']"
ma7lek wenti y zine,1,4,"['ma7lek', 'wenti', 'y', 'zine']"
lem3alem hadhaka,1,2,"['lem3alem', 'hadhaka']"
nessma 9anet el3are w nabil elkarwi sari9 w3afate w7aywen,0,9,"['nessma', '9anet', 'el3are', 'w', 'nabil', 'elkarwi', 'sari9', 'w3afate', 'w7aywen']"
za3ma a5maj mank,0,3,"['za3ma', 'a5maj', 'mank']"
samra bravoooo bro 9ouwwwa,1,4,"['samra', 'bravoooo', 'bro', '9ouwwwa']"
nchallah men 7assen ila a7sen,1,5,"['nchallah', 'men', '7assen', 'ila', 'a7sen']"
allah yahdina rokhse k3bkir wallah,0,5,"['allah', 'yahdina', 'rokhse', 'k3bkir', 'wallah']"
o aala rasek enty maahom nchalah ya la7as,0,8,"['o', 'aala', 'rasek', 'enty', 'maahom', 'nchalah', 'ya', 'la7as']"
brabbi ennti farkh chkoun 9bel koll chey,0,7,"['brabbi', 'ennti', 'farkh', 'chkoun', '9bel', 'koll', 'chey']"
om elfacad winek y chahed,1,5,"['om', 'elfacad', 'winek', 'y', 'chahed']"
fireeeeeeee omg titree narrrrrrr ya brooo,1,6,"['fireeeeeeee', 'omg', 'titree', 'narrrrrrr', 'ya', 'brooo']"
abi yostorna,1,2,"['abi', 'yostorna']"
oillhi ya michael enta matjich rajel,0,6,"['oillhi', 'ya', 'michael', 'enta', 'matjich', 'rajel']"
hhhhhhhhhhhhhhhh sel3a poop,0,3,"['hhhhhhhhhhhhhhhh', 'sel3a', 'poop']"
mouch bhi fi 7a9 l9rouda,1,5,"['mouch', 'bhi', 'fi', '7a9', 'l9rouda']"
bravo et bn courage ca,1,5,"['bravo', 'et', 'bn', 'courage', 'ca']"
oussama 3ib elli ta7ki fih 9ol 5ayran aw osmot,0,9,"['oussama', '3ib', 'elli', 'ta7ki', 'fih', '9ol', '5ayran', 'aw', 'osmot']"
rabi yhfdek si slim,1,4,"['rabi', 'yhfdek', 'si', 'slim']"
jayftou sorm omou el 3alouch hhhh,0,6,"['jayftou', 'sorm', 'omou', 'el', '3alouch', 'hhhh']"
ya mimti rahi sans défaut machalah,1,6,"['ya', 'mimti', 'rahi', 'sans', 'défaut', 'machalah']"
allah yerhamhou ili métou,0,4,"['allah', 'yerhamhou', 'ili', 'métou']"
si slim m3ak fi siesa w el koura,1,8,"['si', 'slim', 'm3ak', 'fi', 'siesa', 'w', 'el', 'koura']"
toop fa chbab fa wa3r mn algeria oran 31,1,9,"['toop', 'fa', 'chbab', 'fa', 'wa3r', 'mn', 'algeria', 'oran', '31']"
page mte3ou fiha ken 62000 fan taw hedha klem,0,9,"['page', 'mte3ou', 'fiha', 'ken', '62000', 'fan', 'taw', 'hedha', 'klem']"
alah alaaah hhhhhhhhhhhhhhh,0,3,"['alah', 'alaaah', 'hhhhhhhhhhhhhhh']"
barra nik omek,0,3,"['barra', 'nik', 'omek']"
rabi m3akom ya ahla nass,1,5,"['rabi', 'm3akom', 'ya', 'ahla', 'nass']"
ty hot lfilm ya khraaaaz,0,5,"['ty', 'hot', 'lfilm', 'ya', 'khraaaaz']"
lkolo kedheb,0,2,"['lkolo', 'kedheb']"
rabi w a7na m3ak,1,4,"['rabi', 'w', 'a7na', 'm3ak']"
hamza dchicha haw mbardilha lim3alim,0,5,"['hamza', 'dchicha', 'haw', 'mbardilha', 'lim3alim']"
z3aiem makbar rassik rassik 9oulich 3lih ba baggueri hhhhhhhhhhhh,0,9,"['z3aiem', 'makbar', 'rassik', 'rassik', '9oulich', '3lih', 'ba', 'baggueri', 'hhhhhhhhhhhh']"
snin deyma president,1,3,"['snin', 'deyma', 'president']"
